station_code;station_name;year;month;absolute_max_temp;average_max_temp;absolute_min_temp;average_min_temp;average_month_temp;min_floor_temp;monthly_rainfall_sum_mm;max_daily_rainfall_sum;monthly_sunhours_sum;max_snow_cover;num_of_days_snow_cover;num_of_days_rainfall;num_of_days_snowing;num_of_days_rainfall_snowing;num_of_days_hail;num_of_days_fog;num_of_days_blurring;num_of_days_rime;num_of_days_glaze;num_of_days_low_blizzard;num_of_days_high_blizzard;num_of_days_zmetnienie_XD;num_of_days_plus_10m_s;num_of_days_plus_15m_s;num_of_days_storm;num_of_days_dew;num_of_days_hoarfrost;autumn;spring;summer;winter
349190625;ZAKOPANE;1961;1;8.5;-0.3;-22.8;-10.8;-5.7;-27.6;21.1;9.2;106.4;10;30;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1961;2;13.5;3.2;-17.2;-6.4;-1.5;-23.3;37.2;10.7;125.5;21;27;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1961;3;15.6;6.7;-10.0;-0.9;2.8;-18.0;74.2;12.9;107.2;18;15;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1961;4;21.2;14.3;-4.9;2.0;8.5;-6.6;30.4;10.0;222.4;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1961;5;20.5;12.9;-1.6;3.7;8.2;-4.2;131.2;24.5;117.8;0;0;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1961;6;27.5;20.1;3.3;8.1;14.3;1.2;135.9;37.4;212.8;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1961;7;27.1;18.7;2.2;7.4;13.3;-0.4;176.9;51.1;191.2;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1961;8;29.9;19.7;3.2;8.4;14.0;0.7;102.8;23.5;183.6;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1961;9;26.6;19.5;-1.6;5.7;12.2;-5.0;24.1;7.7;230.7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1961;10;19.1;14.3;-2.1;3.2;8.4;-5.6;69.8;17.8;155.0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1961;11;18.3;6.4;-11.9;-1.3;1.9;-18.0;106.7;48.4;73.2;32;12;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1961;12;18.4;-0.2;-24.9;-10.6;-5.4;-33.1;90.8;28.3;58.8;42;25;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1962;1;7.0;1.7;-19.3;-6.7;-2.8;-23.9;48.0;12.0;80.5;60;31;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1962;2;6.9;-0.9;-21.8;-9.5;-5.1;-28.0;94.6;15.3;46.8;105;28;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1962;3;13.0;0.5;-18.9;-8.4;-3.7;-27.3;61.9;9.7;81.0;72;31;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1962;4;22.2;11.6;-4.4;1.6;6.6;-9.0;110.1;56.7;150.5;30;10;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1962;5;19.8;13.0;-5.1;3.4;8.0;-7.3;162.7;36.3;120.3;8;2;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1962;6;27.0;15.3;-0.2;5.3;10.3;-3.6;212.3;44.4;128.8;3;3;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1962;7;26.8;17.8;0.7;7.3;12.6;-2.4;124.0;44.4;173.1;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1962;8;28.3;21.4;2.0;9.1;15.2;-2.6;47.2;15.6;207.0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1962;9;24.9;15.9;-2.7;3.8;9.5;-6.5;71.8;17.7;172.4;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1962;10;19.2;12.7;-3.1;0.8;6.1;-6.9;12.9;5.3;191.2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1962;11;15.2;6.1;-5.7;-0.3;2.8;-9.8;185.4;33.4;53.1;43;14;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1962;12;7.4;-2.2;-24.4;-11.8;-7.0;-34.5;56.9;20.6;50.1;52;31;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1963;1;7.4;-7.3;-26.8;-15.8;-11.4;-34.3;41.1;14.8;40.6;69;31;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1963;2;4.5;-2.9;-28.1;-14.5;-8.9;-38.5;32.7;12.4;117.4;88;28;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1963;3;12.6;3.3;-24.0;-7.0;-1.8;-35.0;24.6;11.1;127.4;74;31;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1963;4;18.9;10.8;-9.5;0.5;0.0;-16.5;76.8;34.7;139.2;9;5;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1963;5;23.4;16.3;1.7;5.0;10.4;-1.0;109.3;28.5;136.9;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1963;6;29.0;18.9;-1.0;8.1;13.5;-3.2;91.5;16.8;156.1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1963;7;28.1;22.0;5.3;10.1;15.8;1.6;100.8;27.2;200.7;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1963;8;28.2;21.1;3.1;9.9;15.5;0.3;181.0;50.0;173.5;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1963;9;24.1;18.4;0.7;7.1;12.0;-1.5;82.0;14.5;154.7;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1963;10;19.6;10.8;-4.5;2.1;5.9;-8.9;117.6;42.4;112.2;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1963;11;17.9;10.7;-6.7;1.9;6.0;-16.4;58.7;19.0;77.4;5;1;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1963;12;8.2;-2.2;-22.3;-11.3;-7.3;-32.3;24.6;9.0;73.2;30;26;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1964;1;4.0;-0.9;-22.3;-12.3;-7.5;-28.5;19.7;3.5;123.6;25;31;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1964;2;6.5;-1.0;-21.3;-9.7;-5.6;-30.6;65.8;11.9;105.7;84;29;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1964;3;10.3;0.3;-16.1;-7.9;-3.9;-21.0;47.6;13.6;86.9;46;31;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1964;4;18.6;11.2;-5.0;0.5;5.5;-9.8;90.4;18.6;149.6;15;4;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1964;5;21.2;14.9;-0.9;3.6;9.1;-3.9;89.7;27.3;180.7;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1964;6;26.5;21.5;4.1;9.8;15.6;0.6;190.8;61.5;169.9;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1964;7;27.9;20.2;2.6;8.6;14.3;-0.1;132.4;27.2;191.8;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1964;8;26.6;18.4;0.2;7.9;12.7;-1.9;186.4;34.8;159.1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1964;9;24.5;15.6;-0.9;4.4;9.7;-3.9;130.5;54.0;159.6;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1964;10;18.0;11.2;-3.4;1.6;6.2;-5.3;147.6;41.3;128.7;4;1;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1964;11;14.1;5.5;-6.1;-1.0;1.8;-9.4;129.3;36.5;56.2;30;7;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1964;12;8.1;-0.1;-15.2;-6.4;-3.4;0.0;65.3;16.9;32.9;40;31;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1965;1;7.4;0.6;-18.4;-7.7;-3.6;-28.6;54.5;9.5;54.1;52;31;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1965;2;2.2;-4.8;-25.6;-13.1;-8.8;-35.7;76.5;11.0;90.7;88;28;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1965;3;12.5;4.4;-18.6;-5.8;-0.8;-26.5;62.2;14.4;126.2;75;30;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1965;4;14.9;8.2;-6.1;-0.2;3.6;-8.6;72.9;17.5;101.3;10;5;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1965;5;22.4;12.3;-5.4;3.7;7.8;-8.7;152.7;40.1;112.7;0;0;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
349190625;ZAKOPANE;1965;6;28.8;18.4;1.3;7.4;13.1;-2.0;281.7;59.2;192.3;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1965;7;26.1;18.9;2.5;8.6;13.6;-0.1;115.3;19.3;138.6;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1965;8;28.4;17.6;3.3;8.2;12.4;-0.2;235.8;67.5;147.5;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349190625;ZAKOPANE;1965;9;25.1;17.8;0.5;6.5;12.0;-2.3;105.9;29.3;167.7;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1965;10;21.5;12.0;-8.2;-1.0;4.7;-10.2;15.7;3.5;196.0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1965;11;14.4;3.0;-18.3;-6.0;-2.0;-26.3;38.0;10.1;77.9;8;17;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
349190625;ZAKOPANE;1965;12;9.8;1.6;-17.4;-6.3;-2.0;-27.6;42.2;7.7;38.0;26;26;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
349190625;ZAKOPANE;1966;1;6.8;-4.1;-25.8;-12.2;-7.9;-31.6;43.4;6.7;58.6;41;31;1;18;0;1;2;29;2;2;0;0;0;0;0;0;0;14;0;0;0;1
349190625;ZAKOPANE;1966;2;13.4;6.2;-8.1;-1.7;2.3;-10.3;90.5;44.3;56.8;20;18;7;9;2;0;3;17;0;2;0;0;0;2;0;1;0;9;0;0;0;1
349190625;ZAKOPANE;1966;3;10.5;3.8;-13.9;-3.9;-0.2;-23.1;80.7;14.6;97.4;24;20;2;20;4;0;4;20;1;0;0;0;0;1;0;0;0;11;0;1;0;0
349190625;ZAKOPANE;1966;4;19.2;12.1;-6.6;2.0;6.9;-11.6;92.9;18.8;138.8;22;6;9;4;0;0;5;18;0;0;0;0;0;0;0;4;14;7;0;1;0;0
349190625;ZAKOPANE;1966;5;22.6;15.4;-0.1;4.3;9.9;-2.5;219.2;64.4;178.2;25;3;11;3;2;0;1;16;0;0;0;0;0;0;0;3;22;1;0;1;0;0
349190625;ZAKOPANE;1966;6;25.2;18.8;-0.9;7.0;13.1;-3.5;153.2;52.6;197.8;10;1;13;0;0;1;0;6;0;0;0;0;0;0;0;6;18;1;0;0;1;0
349190625;ZAKOPANE;1966;7;25.9;20.0;4.9;8.5;14.2;2.4;168.7;30.3;161.2;0;0;18;0;0;0;0;13;0;0;0;0;0;0;0;8;22;0;0;0;1;0
349190625;ZAKOPANE;1966;8;28.2;19.0;1.9;8.7;13.6;-0.8;148.0;35.3;163.6;0;0;17;0;0;0;0;13;0;0;0;0;0;0;0;5;25;0;0;0;1;0
349190625;ZAKOPANE;1966;9;23.3;15.8;-2.3;5.4;10.2;-4.8;46.3;17.8;154.7;0;0;9;0;0;0;0;13;0;0;0;0;0;0;0;3;25;6;1;0;0;0
349190625;ZAKOPANE;1966;10;22.5;16.1;-5.0;6.1;10.7;-5.0;40.6;10.7;145.5;13;2;9;3;0;0;2;15;0;0;0;0;0;1;0;0;20;2;1;0;0;0
349190625;ZAKOPANE;1966;11;17.9;4.6;-13.2;-2.9;0.8;-20.1;63.0;15.9;61.2;17;21;5;15;0;0;8;23;5;2;0;0;0;2;0;0;2;11;1;0;0;0
349190625;ZAKOPANE;1966;12;10.7;0.7;-17.3;-8.0;-3.4;-28.7;88.5;33.1;43.6;42;30;1;20;3;0;2;21;2;2;0;3;1;3;0;0;0;19;0;0;0;1
349190625;ZAKOPANE;1967;1;4.7;-1.9;-19.9;-10.3;-6.0;-30.2;50.8;8.6;51.1;60;31;0;20;4;0;2;26;2;0;3;3;1;0;0;0;0;16;0;0;0;1
349190625;ZAKOPANE;1967;2;10.1;1.6;-18.0;-6.5;-2.6;-29.9;54.6;10.9;89.1;65;28;1;13;1;2;1;20;1;0;2;4;0;1;0;0;0;8;0;0;0;1
349190625;ZAKOPANE;1967;3;13.6;5.2;-5.4;-2.0;1.3;-12.7;84.4;11.2;92.8;44;29;3;20;4;0;1;25;0;0;2;3;0;1;0;0;1;11;0;1;0;0
349190625;ZAKOPANE;1967;4;19.3;9.1;-5.2;0.9;4.7;-9.9;85.3;29.8;109.6;35;12;3;12;2;0;4;21;0;0;0;0;0;2;1;0;9;4;0;1;0;0
349190625;ZAKOPANE;1967;5;21.3;15.3;0.8;6.2;10.7;-2.2;117.7;49.4;165.8;0;0;14;0;0;0;0;11;0;0;0;0;0;3;0;2;15;2;0;1;0;0
349190625;ZAKOPANE;1967;6;28.0;17.7;0.3;7.2;12.4;-2.5;154.7;18.5;188.2;0;0;15;2;2;0;3;13;0;0;0;0;0;1;0;8;23;2;0;0;1;0
349190625;ZAKOPANE;1967;7;27.2;21.4;5.2;10.7;15.9;1.3;142.8;38.5;221.2;0;0;12;0;0;0;2;18;0;0;0;0;3;0;0;10;25;0;0;0;1;0
349190625;ZAKOPANE;1967;8;26.4;19.5;5.1;9.2;14.0;0.9;167.2;38.1;171.0;0;0;16;0;0;0;0;21;0;0;0;0;0;0;0;8;27;0;0;0;1;0
349190625;ZAKOPANE;1967;9;23.1;18.3;0.9;8.0;12.7;-4.0;83.7;18.1;147.3;0;0;12;0;0;0;4;18;0;0;0;0;0;2;0;6;22;3;1;0;0;0
349190625;ZAKOPANE;1967;10;21.6;14.7;-3.4;3.6;8.5;-8.1;68.2;25.1;133.3;1;1;13;1;1;0;3;10;0;0;0;0;0;2;0;0;22;17;1;0;0;0
349190625;ZAKOPANE;1967;11;15.3;6.7;-11.1;-2.1;1.9;-21.9;33.4;13.3;104.3;21;12;3;7;0;0;4;17;0;0;0;0;0;1;0;0;3;21;1;0;0;0
349190625;ZAKOPANE;1967;12;7.7;-0.7;-18.9;-7.9;-4.3;-36.9;61.7;10.9;45.4;56;31;1;21;2;0;1;29;0;0;2;4;0;2;0;0;0;14;0;0;0;1
349190625;ZAKOPANE;1968;1;4.9;-2.8;-22.6;-10.5;-6.4;-35.7;52.0;7.3;43.7;85;31;0;24;1;0;2;28;0;0;2;2;0;1;0;0;0;15;0;0;0;1
349190625;ZAKOPANE;1968;2;9.9;2.6;-15.8;-5.8;-1.7;-25.3;18.1;3.6;78.1;60;29;2;12;0;0;8;24;4;3;0;0;0;1;0;0;0;18;0;0;0;1
349190625;ZAKOPANE;1968;3;20.3;5.1;-13.5;-4.1;0.4;-21.2;30.9;8.7;159.6;66;23;2;14;0;0;3;17;0;0;0;1;0;5;0;1;2;15;0;1;0;0
349190625;ZAKOPANE;1968;4;23.1;13.0;-7.1;1.3;7.0;-17.2;68.2;22.5;205.1;32;6;10;5;2;0;3;16;0;0;0;0;0;2;1;3;12;10;0;1;0;0
349190625;ZAKOPANE;1968;5;25.5;16.1;-1.1;5.9;10.5;-4.2;115.7;34.1;170.8;0;0;17;1;0;0;4;20;0;0;0;0;0;3;1;4;14;4;0;1;0;0
349190625;ZAKOPANE;1968;6;27.0;20.1;3.7;8.7;14.4;-1.1;122.4;34.9;228.9;0;0;16;0;0;0;1;14;0;0;0;0;0;0;0;8;21;0;0;0;1;0
349190625;ZAKOPANE;1968;7;28.8;18.1;4.2;9.5;13.6;0.9;229.2;63.6;179.7;0;0;19;0;0;1;0;19;0;0;0;0;0;0;0;5;24;0;0;0;1;0
349190625;ZAKOPANE;1968;8;23.8;18.4;2.6;8.8;13.4;-1.2;158.1;28.5;156.8;0;0;19;0;0;0;3;22;0;0;0;0;0;0;0;10;21;0;0;0;1;0
349190625;ZAKOPANE;1968;9;23.7;15.8;-2.8;6.7;10.7;-7.7;108.8;23.1;112.8;0;0;19;0;0;0;0;26;0;0;0;0;0;1;0;5;19;3;1;0;0;0
349190625;ZAKOPANE;1968;10;19.6;11.3;-5.0;2.1;6.1;-11.1;60.8;15.2;113.6;0;0;14;1;1;0;5;23;0;0;0;0;0;0;0;0;11;18;1;0;0;0
349190625;ZAKOPANE;1968;11;18.7;5.9;-8.8;0.1;2.8;-17.8;34.0;9.2;58.8;6;8;10;7;2;0;13;23;1;1;0;0;0;2;1;0;4;9;1;0;0;0
349190625;ZAKOPANE;1968;12;4.4;-2.2;-19.0;-10.4;-7.0;-33.8;27.7;8.2;91.3;39;31;1;6;1;0;9;23;8;1;0;0;5;0;0;0;0;31;0;0;0;1
349190625;ZAKOPANE;1969;1;8.2;-1.4;-18.8;-10.1;-6.1;-31.4;31.4;10.6;81.0;30;31;2;9;0;0;9;21;10;1;0;0;0;1;0;0;0;19;0;0;0;1
349190625;ZAKOPANE;1969;2;8.2;0.1;-20.3;-7.1;-3.6;-35.6;46.8;18.3;56.6;75;28;1;15;3;0;10;25;4;1;0;2;0;3;3;0;0;13;0;0;0;1
349190625;ZAKOPANE;1969;3;10.7;0.7;-16.7;-7.1;-3.5;-27.7;17.2;4.1;104.5;25;31;4;10;1;1;7;24;6;3;1;0;0;0;0;0;0;16;0;1;0;0
349190625;ZAKOPANE;1969;4;23.4;9.5;-9.5;-0.9;4.1;-19.0;30.2;7.4;190.1;10;8;4;9;2;0;1;15;0;0;0;0;0;0;0;0;6;18;0;1;0;0
349190625;ZAKOPANE;1969;5;26.2;18.5;0.8;7.4;12.7;-3.2;68.7;12.3;248.2;0;0;13;0;0;0;1;15;0;0;0;0;0;1;0;6;19;1;0;1;0;0
349190625;ZAKOPANE;1969;6;23.2;16.9;3.9;8.1;12.2;-0.4;196.7;44.2;108.4;0;0;25;0;0;0;2;22;0;0;0;0;0;0;0;8;19;0;0;0;1;0
349190625;ZAKOPANE;1969;7;26.0;19.9;3.1;9.6;14.5;-1.2;123.7;27.3;194.7;0;0;19;0;0;0;3;23;0;0;0;0;0;0;0;6;22;0;0;0;1;0
349190625;ZAKOPANE;1969;8;24.5;18.3;3.0;8.6;13.2;-0.6;214.1;52.3;166.8;0;0;20;0;0;0;5;17;0;0;0;0;0;0;0;3;20;0;0;0;1;0
349190625;ZAKOPANE;1969;9;22.3;16.6;-1.3;5.9;10.7;-6.2;17.1;6.5;171.1;0;0;7;0;0;0;1;20;0;0;0;0;0;0;0;1;28;8;1;0;0;0
349190625;ZAKOPANE;1969;10;18.7;12.7;-1.5;2.2;6.6;-6.5;50.9;10.5;157.6;10;3;11;5;1;0;2;20;0;0;0;0;1;0;0;0;20;20;1;0;0;0
349190625;ZAKOPANE;1969;11;16.6;8.7;-12.4;-0.3;4.0;-23.8;60.2;9.2;70.1;15;9;7;9;2;0;2;15;0;0;0;0;0;7;1;0;5;16;1;0;0;0
349190625;ZAKOPANE;1969;12;-0.6;-4.9;-18.8;-10.5;-7.8;-26.3;43.5;21.6;23.4;40;31;0;21;2;0;11;29;7;8;0;0;0;0;0;0;0;14;0;0;0;1
349190625;ZAKOPANE;1970;1;9.6;-0.5;-19.2;-9.0;-4.8;-33.3;40.9;14.3;43.1;40;31;1;11;1;0;8;28;5;5;3;1;0;2;1;0;0;20;0;0;0;1
349190625;ZAKOPANE;1970;2;5.3;-1.8;-19.4;-10.0;-5.7;-34.2;64.1;13.5;80.3;85;28;0;19;0;0;2;23;2;0;3;3;0;0;0;0;0;11;0;0;0;1
349190625;ZAKOPANE;1970;3;9.6;2.9;-15.3;-5.5;-1.5;-26.7;42.4;9.0;115.4;84;31;3;15;0;0;2;24;2;0;0;2;0;2;0;0;0;10;0;1;0;0
349190625;ZAKOPANE;1970;4;18.4;9.0;-9.8;0.7;4.5;-18.3;103.4;29.3;130.3;40;10;11;10;3;0;3;20;0;0;0;0;0;2;0;2;1;11;0;1;0;0
349190625;ZAKOPANE;1970;5;19.1;12.9;-5.1;3.7;8.1;-11.5;121.6;29.6;154.4;3;2;19;5;1;0;3;22;0;0;0;0;0;0;0;3;17;8;0;1;0;0
349190625;ZAKOPANE;1970;6;23.6;18.3;2.0;8.5;13.2;-1.3;244.3;74.4;184.8;0;0;18;0;0;0;1;24;0;0;0;0;0;0;0;9;18;0;0;0;1;0
349190625;ZAKOPANE;1970;7;25.8;19.3;5.1;9.7;14.1;2.1;343.0;138.7;174.6;0;0;19;0;0;0;3;27;0;0;0;0;0;2;0;10;18;0;0;0;1;0
349190625;ZAKOPANE;1970;8;24.2;18.9;4.3;9.6;13.8;0.7;147.5;22.7;154.4;0;0;24;0;0;1;3;25;0;0;0;0;1;0;0;8;20;0;0;0;1;0
349190625;ZAKOPANE;1970;9;23.7;14.4;-4.7;4.5;8.9;-8.7;58.1;11.9;142.2;0;0;19;0;0;0;2;20;0;0;0;0;0;0;0;2;20;8;1;0;0;0
349190625;ZAKOPANE;1970;10;19.7;10.0;-5.7;1.0;4.9;-10.5;101.2;21.0;118.1;15;7;8;9;3;0;3;22;0;0;0;0;0;0;0;0;11;12;1;0;0;0
349190625;ZAKOPANE;1970;11;16.0;7.1;-10.1;-0.1;3.1;-21.2;74.0;12.8;52.3;7;8;11;9;3;0;6;23;2;0;0;0;0;2;1;0;1;15;1;0;0;0
349190625;ZAKOPANE;1970;12;9.2;0.9;-11.9;-5.6;-2.7;-23.2;76.5;10.0;40.8;43;29;2;23;3;0;2;29;1;2;0;1;0;2;0;0;0;11;0;0;0;1
349190625;ZAKOPANE;1971;1;9.7;1.9;-19.9;-6.9;-3.0;-35.0;7.8;4.7;96.4;38;26;3;7;2;0;4;19;4;1;0;0;0;4;0;0;0;20;0;0;0;1
349190625;ZAKOPANE;1971;2;9.7;0.9;-15.9;-5.5;-2.5;-27.8;51.9;12.9;50.2;35;27;1;21;3;0;5;25;1;6;0;1;0;0;0;0;0;12;0;0;0;1
349190625;ZAKOPANE;1971;3;18.0;1.7;-21.2;-6.3;-2.6;-29.3;35.2;8.0;101.6;55;23;0;17;1;0;7;27;1;2;0;2;2;5;1;0;0;18;0;1;0;0
349190625;ZAKOPANE;1971;4;17.2;10.7;-4.1;1.3;5.6;-9.5;60.4;10.9;146.7;2;3;9;8;3;1;2;23;0;0;0;0;4;2;0;1;10;18;0;1;0;0
349190625;ZAKOPANE;1971;5;24.2;16.9;-3.5;7.0;11.9;-8.2;97.8;22.5;180.3;0;0;18;1;1;1;7;20;0;0;0;0;0;0;0;12;18;3;0;1;0;0
349190625;ZAKOPANE;1971;6;21.5;17.1;3.5;7.3;11.6;0.0;121.5;15.5;147.9;0;0;22;0;0;0;1;23;0;0;0;0;1;3;0;15;21;0;0;0;1;0
349190625;ZAKOPANE;1971;7;29.0;19.1;1.6;9.0;14.1;-1.3;164.1;36.4;195.8;0;0;17;0;0;0;2;22;0;0;0;0;0;0;0;6;20;1;0;0;1;0
349190625;ZAKOPANE;1971;8;27.8;21.1;3.1;9.7;15.0;-1.1;106.3;20.0;214.5;0;0;13;0;0;0;1;20;0;0;0;0;0;0;0;7;30;2;0;0;1;0
349190625;ZAKOPANE;1971;9;19.3;12.4;0.0;4.6;8.0;-2.6;98.7;47.4;84.7;0;0;11;5;1;4;2;27;0;0;0;0;0;0;0;2;17;8;1;0;0;0
349190625;ZAKOPANE;1971;10;19.4;11.1;-9.6;0.4;5.1;-21.1;44.3;18.8;151.8;10;7;3;6;1;0;1;21;0;0;0;0;0;1;0;0;15;20;1;0;0;0
349190625;ZAKOPANE;1971;11;14.9;4.6;-12.2;-2.3;1.0;-23.4;56.2;15.8;47.6;23;14;10;10;1;0;9;26;2;3;0;4;0;0;0;0;0;10;1;0;0;0
349190625;ZAKOPANE;1971;12;7.8;2.9;-14.6;-2.8;-0.1;-26.9;84.5;21.0;55.4;34;27;2;15;7;0;12;27;8;1;0;3;0;0;0;0;0;10;0;0;0;1
349190625;ZAKOPANE;1972;1;4.2;-1.7;-21.1;-9.6;-6.0;-30.9;15.1;6.3;81.4;16;26;1;14;1;0;10;28;9;1;0;1;0;0;0;0;0;24;0;0;0;1
349190625;ZAKOPANE;1972;2;9.4;4.1;-13.3;-3.4;-0.3;-22.8;19.0;6.4;95.7;16;19;4;5;0;0;11;24;7;3;0;0;0;1;0;0;0;19;0;0;0;1
349190625;ZAKOPANE;1972;3;14.5;8.6;-12.9;-1.9;2.8;-14.8;30.2;8.8;172.7;11;8;4;8;2;0;7;15;2;1;0;2;1;3;0;0;0;21;0;1;0;0
349190625;ZAKOPANE;1972;4;16.7;9.5;-4.1;2.0;5.4;-9.1;131.4;16.0;96.3;6;4;16;7;4;0;11;25;0;0;0;0;0;1;0;1;2;6;0;1;0;0
